City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,qingyang,37.4958,121.2581,19.0,35,73,4.58,CN,1712883821
363,gorontalo,0.5412,123.0595,28.27,72,100,1.3,ID,1712883882
364,concepcion,-36.827,-73.0498,12.89,82,0,1.03,CL,1712883990
365,manadhoo,5.7667,73.3833,29.43,73,11,2.95,MV,1712883990
366,nabire,-3.3667,135.4833,28.61,72,98,0.38,ID,1712883990
367,puerto deseado,-47.7503,-65.8938,10.6,60,0,5.84,AR,1712883991
368,kapoeta,4.7717,33.5903,27.54,57,100,4.77,SS,1712883991
369,dzilam gonzalez,21.2833,-88.9333,22.84,66,100,3.15,MX,1712883991
370,puerto colombia,10.9878,-74.9547,28.05,83,7,9.75,CO,1712883992
371,dunay,42.8803,132.3375,5.17,90,12,4.0,RU,1712883992
372,yaren,-0.5472,166.916,28.3,79,100,3.04,NR,1712883992
373,holualoa,19.6228,-155.9522,27.15,80,100,3.6,US,1712883993
374,natal,-5.795,-35.2094,28.12,83,40,2.06,BR,1712883914
375,kavaratti,10.5669,72.642,28.94,70,18,2.58,IN,1712883993
376,fonyod,46.7555,17.5795,10.1,77,36,2.14,HU,1712883994
377,urzhar,47.093,81.6294,3.22,86,100,3.61,KZ,1712883994
378,oranjemund,-28.55,16.4333,24.17,31,5,6.6,NA,1712883994
379,gorno-altaysk,51.9561,85.955,0.29,98,100,4.47,RU,1712883994
380,selfoss,63.9331,-20.9971,2.8,93,100,2.14,IS,1712883995
381,ayaviri,-14.8864,-70.5889,8.24,79,70,0.82,PE,1712883995
382,kapuskasing,49.4169,-82.4331,13.0,47,100,3.6,CA,1712883962
383,borova,50.1763,30.1043,11.3,76,100,2.76,UA,1712883996
384,ola,59.5833,151.2833,-3.81,87,37,1.02,RU,1712883944
385,kudahuvadhoo,2.6708,72.8944,29.01,72,82,0.66,MV,1712883996
386,mehekar,20.15,76.5667,24.65,58,6,1.24,IN,1712883996
387,katsuren-haebaru,26.3369,127.8719,24.21,72,20,3.6,JP,1712883997
388,shimoda,34.6667,138.95,13.39,84,100,6.39,JP,1712883997
389,coahuayana de hidalgo,18.7,-103.6583,23.09,78,6,1.25,MX,1712883997
390,nishifukuma,33.7667,130.4667,19.62,78,100,1.16,JP,1712883881
391,kailua-kona,19.6406,-155.9956,29.22,81,100,3.6,US,1712883998
392,phra phutthabat,14.7253,100.7954,34.78,68,70,3.66,TH,1712883998
393,keyser,39.4409,-78.9739,20.75,91,100,3.76,US,1712883998
394,borujen,31.9652,51.2873,5.46,70,0,1.19,IR,1712883999
395,horta,38.5333,-28.6333,15.57,94,0,0.89,PT,1712883921
396,eyl,7.9803,49.8164,27.85,82,100,2.41,SO,1712883999
397,gallup,35.5281,-108.7426,19.91,14,0,4.12,US,1712884000
398,bikenibeu village,1.3673,173.1241,30.98,74,20,2.57,KI,1712884000
399,al bawiti,28.3492,28.8659,17.24,44,0,3.65,EG,1712884000
400,ceeldheer,3.8488,47.1806,27.54,80,53,3.69,SO,1712884000
401,sudak,44.85,34.9667,12.27,69,10,3.93,UA,1712884001
402,magalia,39.8121,-121.5783,23.75,46,0,0.89,US,1712884001
403,songea,-10.6833,35.65,18.43,99,100,0.75,TZ,1712884001
404,broome,42.2506,-75.833,16.61,93,100,8.23,US,1712883745
405,pohang,36.0322,129.365,19.08,51,50,2.45,KR,1712884002
406,tumut,-35.3,148.2167,18.72,55,0,2.64,AU,1712884002
407,balezino,57.9796,53.0106,5.44,87,0,4.49,RU,1712884003
408,nizhnesortymskiy,62.4397,71.7603,-7.51,94,100,13.67,RU,1712884003
409,tari,12.4086,4.4914,33.81,9,100,3.13,NG,1712884003
410,sur,22.5667,59.5289,29.8,49,96,1.82,OM,1712884003
411,gafour,36.3205,9.3242,8.97,93,100,1.53,TN,1712884004
412,papao,-17.75,-149.55,30.37,85,100,8.9,PF,1712884004
413,bahia honda,22.9036,-83.1592,25.98,82,96,4.14,CU,1712884004
414,kuloy,61.0305,42.4925,5.61,75,100,4.87,RU,1712884005
415,grand falls-windsor,48.9332,-55.6649,0.51,76,1,3.33,CA,1712884005
416,isangel,-19.55,169.2667,27.98,78,39,2.64,VU,1712884005
417,villa berthet,-27.2917,-60.4126,16.52,96,100,3.41,AR,1712884005
418,al jawf,29.5,38.75,17.88,37,0,2.59,SA,1712884006
419,camacupa,-12.0167,17.4833,17.43,98,100,0.8,AO,1712883941
420,prince george,53.9166,-122.753,9.69,63,100,5.14,CA,1712883983
421,burang,30.25,81.1667,-10.84,91,84,0.84,CN,1712884007
422,dickinson,29.4608,-95.0513,25.07,39,0,4.63,US,1712883927
423,san pedro pochutla,15.7333,-96.4667,28.84,74,100,2.32,MX,1712884007
424,jibou,47.2667,23.25,9.62,91,15,1.37,RO,1712884008
425,taulaga,-11.0553,-171.0883,30.01,73,66,3.33,AS,1712884008
426,cove,7.221,2.3402,27.03,79,100,4.07,BJ,1712884008
427,lang son,21.8333,106.7333,22.92,88,100,1.95,VN,1712884009
428,lianzhou,24.7811,112.3825,23.77,92,99,0.47,CN,1712884009
429,cill airne,52.05,-9.5167,11.18,99,100,2.71,IE,1712884009
430,oroqen zizhiqi,50.5667,123.7167,9.66,62,100,1.73,CN,1712884010
431,kharsia,21.9667,83.1167,22.92,56,58,0.3,IN,1712883978
432,waynesboro,38.0685,-78.8895,19.31,94,100,8.75,US,1712883895
433,ronne,55.1009,14.7066,7.95,93,100,7.2,DK,1712884011
434,beloyarskiy,63.7119,66.6722,-1.67,95,100,5.81,RU,1712884011
435,luba,3.4568,8.5547,26.65,88,100,1.15,GQ,1712884011
436,kihurio,-4.4667,38.0667,23.05,95,82,0.75,TZ,1712884011
437,ardakan,32.31,54.0175,14.15,58,15,4.03,IR,1712884012
438,zaragoza,41.6561,-0.8773,14.45,54,0,3.09,ES,1712883900
439,santa luzia,-19.7697,-43.8514,25.5,90,20,1.97,BR,1712884012
440,port blair,11.6667,92.75,30.02,84,20,1.03,IN,1712884013
441,san antonio de pale,-1.4014,5.6325,27.88,77,100,2.32,GQ,1712884013
442,salym,60.0625,71.4789,-5.15,94,100,6.99,RU,1712884013
443,nova vicosa,-17.8919,-39.3719,26.14,82,0,3.14,BR,1712883715
444,margate,51.3813,1.3862,12.15,89,100,3.13,GB,1712884014
445,hengchun,22.0042,120.7439,26.93,73,12,1.51,TW,1712884014
446,bandarbeyla,9.4942,50.8122,27.86,84,63,2.59,SO,1712884014
447,margherita,27.2833,95.6833,24.58,45,100,0.47,IN,1712884015
448,argo,37.6333,22.7333,17.38,45,71,3.92,GR,1712884015
449,porto da folha,-9.9172,-37.2783,24.6,90,10,2.46,BR,1712884015
450,port douglas,-16.4833,145.4667,26.62,61,38,3.94,AU,1712884015
451,bizerte,37.2744,9.8739,14.37,70,15,5.03,TN,1712884016
452,rio preto da eva,-2.6994,-59.6997,24.62,98,100,1.1,BR,1712884016
453,bria,6.5423,21.9863,23.85,32,46,1.92,CF,1712884016
454,hola,51.5377,23.1902,6.1,72,5,2.45,PL,1712884017
455,dongkan,33.9997,119.8308,18.22,77,94,4.02,CN,1712883972
456,lugovoye,42.9094,72.7178,10.84,77,100,3.02,KZ,1712884017
457,griffith,41.5284,-87.4237,13.39,76,100,5.14,US,1712884017
458,pangody,65.85,74.4859,-14.38,91,100,11.84,RU,1712884018
459,kariba,-16.5167,28.8,21.43,84,99,3.57,ZW,1712884018
460,la sarre,48.8002,-79.1996,7.72,89,100,2.95,CA,1712883817
461,mersa matruh,31.3525,27.2453,16.77,82,59,2.38,EG,1712884019
462,lincheng,19.9078,109.6858,27.1,71,0,2.09,CN,1712883831
463,neiafu,-18.65,-173.9833,28.38,78,40,4.63,TO,1712884019
464,basco,20.4487,121.9702,26.28,84,21,6.49,PH,1712883844
465,keene,42.9337,-72.2781,11.05,96,100,2.68,US,1712884020
466,ciudad lazaro cardenas,17.9583,-102.2,24.88,77,7,2.08,MX,1712884020
467,marsh harbour,26.5412,-77.0636,24.07,88,100,8.89,BS,1712884020
468,churachandpur,24.3333,93.6667,21.36,28,100,0.09,IN,1712884021
469,puerto armuelles,8.2833,-82.8667,30.09,71,100,1.34,PA,1712884021
470,azadshahr,34.7909,48.5707,5.51,90,100,5.83,IR,1712884021
471,koysinceq,36.0821,44.6278,12.3,67,63,3.63,IQ,1712884022
472,mejit,10.2753,170.8646,26.7,78,100,9.42,MH,1712883944
473,naze,28.3667,129.4833,20.51,86,95,4.37,JP,1712883900
474,salinopolis,-0.6136,-47.3561,27.02,89,99,3.76,BR,1712884023
475,lompoc,34.6391,-120.4579,25.08,69,0,3.09,US,1712883943
476,luanda,-8.8368,13.2343,26.0,85,20,2.06,AO,1712883835
477,lodwar,3.1191,35.5973,29.0,61,38,3.03,KE,1712884024
478,la troncal,-2.4,-79.3333,26.31,89,75,0.83,EC,1712884024
479,namibe,-15.1961,12.1522,22.49,74,7,3.03,AO,1712884024
480,riberalta,-10.9833,-66.1,23.26,99,100,3.0,BO,1712884025
481,queenstown,-31.8976,26.8753,3.85,88,0,0.64,ZA,1712884025
482,tahe,52.3333,124.7333,3.11,92,100,0.4,CN,1712883920
483,hasaki,35.7333,140.8333,17.38,84,100,4.31,JP,1712884026
484,mayya,61.7333,130.2811,-5.38,92,100,4.86,RU,1712884026
485,sabang,5.8933,95.3214,29.32,75,68,7.36,ID,1712884026
486,al harithah,30.7186,47.7208,23.08,36,0,3.84,IQ,1712884027
487,diffa,13.3154,12.6113,27.3,18,21,4.53,NE,1712884027
488,aykhal,66.0,111.5,-20.66,88,15,2.49,RU,1712883820
489,plettenberg bay,-34.0527,23.3716,12.76,72,3,2.22,ZA,1712884027
490,wotho,10.1657,166.0102,27.04,77,100,8.86,MH,1712884028
491,listowel,52.4464,-9.485,11.84,97,100,3.17,IE,1712884028
492,carnarvon,-24.8667,113.6333,23.24,52,0,6.5,AU,1712883897
493,tidjikja,18.5564,-11.4271,30.33,14,0,4.97,MR,1712884029
494,mahdia,35.5047,11.0622,15.97,65,100,5.44,TN,1712884029
495,al hufuf,25.3646,49.5653,21.19,43,0,2.57,SA,1712884029
496,selma,36.5708,-119.6121,30.01,35,0,3.6,US,1712884030
497,yamba,-5.9,22.3,22.97,93,100,0.98,CD,1712884030
498,svetlyy,54.675,20.1347,12.98,91,100,6.52,RU,1712883762
499,fuglafjordur,62.244,-6.814,8.26,86,1,10.25,FO,1712884030
500,yerofey pavlovich,53.9667,121.9667,1.72,98,100,1.64,RU,1712884031
501,larache,35.1932,-6.1557,15.46,61,9,2.64,MA,1712884031
502,santa cruz,-17.8,-63.1667,23.7,83,75,2.57,BO,1712883987
503,santana,-0.0583,-51.1817,26.1,94,100,1.54,BR,1712884032
504,najran,17.4924,44.1277,26.36,50,100,0.49,SA,1712884032
505,ruza,55.699,36.1952,7.6,72,100,3.61,RU,1712884033
506,tenkodogo,11.78,-0.3697,34.08,32,100,2.81,BF,1712884033
507,cannonvale,-20.2833,148.7,23.66,76,99,6.77,AU,1712884033
508,huarmey,-10.0681,-78.1522,23.31,80,40,3.8,PE,1712883774
509,torghay,49.6339,63.4981,2.8,63,19,2.41,KZ,1712884034
510,aroma,15.8167,36.1333,25.67,38,42,3.46,SD,1712884034
511,nouadhibou,20.931,-17.0347,18.99,94,0,5.14,MR,1712884035
512,sao miguel do araguaia,-13.275,-50.1628,23.58,92,100,2.21,BR,1712884024
513,nemuro,43.3236,145.575,5.77,92,100,6.99,JP,1712883849
514,vanimo,-2.6741,141.3028,28.39,83,76,1.28,PG,1712884036
515,adrar,20.5022,-10.0711,28.68,12,0,5.51,MR,1712884036
516,singkawang,0.9,109.0,27.27,82,77,1.4,ID,1712884036
517,shenjiamen,29.9576,122.298,14.24,98,100,3.44,CN,1712884036
518,belaya kholunitsa,58.84,50.8528,4.86,89,100,4.11,RU,1712884037
519,pochinok,54.4068,32.4407,10.41,71,100,4.11,RU,1712884037
520,kaa-khem,51.6833,94.7333,1.89,78,100,2.56,RU,1712884037
521,chisec,15.8167,-90.2833,24.76,82,93,0.13,GT,1712884038
522,bogra,24.85,89.3667,26.59,38,3,0.97,BD,1712884038
523,buon ma thuot,12.6667,108.05,26.85,62,99,2.78,VN,1712884038
524,at taj,24.2049,23.2857,19.16,25,100,4.31,LY,1712884039
525,salem,11.65,78.1667,24.41,88,86,1.84,IN,1712884002
526,namdrik,5.5994,168.1028,27.41,84,100,7.72,MH,1712884039
527,kruisfontein,-34.0033,24.7314,13.27,72,0,3.46,ZA,1712884008
528,mancio lima,-7.6142,-72.8958,24.38,95,100,0.91,BR,1712884004
529,khandyga,62.6667,135.6,-0.15,91,100,4.33,RU,1712883834
530,constitucion,-35.3333,-72.4167,11.14,87,42,1.05,CL,1712884040
531,malvan,16.0667,73.4667,26.1,62,31,4.75,IN,1712883917
532,donna,26.1703,-98.0519,28.97,24,0,4.12,US,1712884041
533,funafuti,-8.5243,179.1942,32.0,74,75,0.0,TV,1712884041
534,cadale,2.7603,46.3222,28.69,72,77,4.33,SO,1712884042
535,kavieng,-2.5744,150.7967,28.69,73,67,2.76,PG,1712884042
536,dinguiraye,11.3,-10.7167,29.25,42,96,0.99,GN,1712884042
537,dokshytsy,54.8924,27.7689,10.01,67,100,6.51,BY,1712884042
538,cidreira,-30.1811,-50.2056,20.87,78,100,7.52,BR,1712884043
539,turabah,21.2141,41.6331,23.03,50,5,2.73,SA,1712884043
540,east london,-33.0153,27.9116,15.88,65,87,6.5,ZA,1712884043
541,masaka,-0.3338,31.7341,17.67,94,99,1.14,UG,1712884043
542,san bernardo del viento,9.3533,-75.9524,28.47,81,12,4.54,CO,1712884044
543,sola,-13.8833,167.55,28.37,79,56,4.61,VU,1712884044
544,kannus,63.9,23.9,0.85,96,100,2.88,FI,1712884044
545,pont rouge,48.8833,-72.0825,5.16,94,100,6.18,CA,1712884045
546,ada,43.4166,-116.1262,22.39,31,0,4.63,US,1712884045
547,phan thiet,10.9333,108.1,29.29,59,21,4.28,VN,1712884045
548,sainte-marie,-20.8968,55.5496,26.09,91,100,4.63,RE,1712884045
549,val-d'or,48.1002,-77.7828,8.28,95,100,4.59,CA,1712884046
550,energetik,51.7445,58.7934,6.26,77,100,4.71,RU,1712884046
551,maragogi,-9.0122,-35.2225,26.64,83,5,2.57,BR,1712884046
552,tionk essil,12.7856,-16.5217,22.08,66,0,3.62,SN,1712884046
553,shilovo,54.3204,40.874,9.56,81,2,3.13,RU,1712884047
554,serenje,-13.2325,30.2352,17.33,98,100,4.35,ZM,1712884047
555,deqen,29.9618,90.7188,0.41,50,62,1.24,CN,1712884047
556,berdigestyakh,62.0989,126.6992,-11.63,87,100,5.07,RU,1712884047
557,dubbo,-32.25,148.6167,20.07,60,0,3.6,AU,1712884048
558,hilo,19.7297,-155.09,23.12,95,100,3.09,US,1712884048
559,magnitogorsk,53.4186,59.0472,9.46,66,40,6.0,RU,1712884048
560,igarka,67.4667,86.5833,-25.55,99,83,3.13,RU,1712884048
561,yemetsk,63.4721,41.7941,3.37,81,100,5.19,RU,1712884049
